Content ID,Reaction Type,Content.Type,Content.Category,ReactionTypes.Score
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,GIF,cooking,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,GIF,cooking,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,GIF,cooking,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,GIF,cooking,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,GIF,cooking,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,GIF,cooking,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,GIF,cooking,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,GIF,cooking,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,GIF,cooking,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,GIF,cooking,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,72
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,video,dogs,45
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,12
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,0
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,video,dogs,50
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,video,dogs,35
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,video,dogs,20
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,5
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,video,dogs,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,video,dogs,10
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,12
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,15
3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,video,dogs,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,video,dogs,10
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,15
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,video,dogs,20
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,15
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,15
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,12
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,15
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,30
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,60
3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,70
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,video,dogs,50
3f8590c7-6ab2-4973-805a-90cdec355f05,love,video,dogs,65
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,video,dogs,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,video,Technology,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,video,Technology,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,video,Technology,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,video,Technology,12
0bedca96-fb76-4287-a83c-17330ed39cce,adore,photo,Soccer,72
0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,photo,Soccer,20
0bedca96-fb76-4287-a83c-17330ed39cce,worried,photo,Soccer,12
0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,photo,Soccer,45
0bedca96-fb76-4287-a83c-17330ed39cce,want,photo,Soccer,70
0bedca96-fb76-4287-a83c-17330ed39cce,hate,photo,Soccer,5
0bedca96-fb76-4287-a83c-17330ed39cce,love,photo,Soccer,65
0bedca96-fb76-4287-a83c-17330ed39cce,adore,photo,Soccer,72
0bedca96-fb76-4287-a83c-17330ed39cce,cherish,photo,Soccer,70
0bedca96-fb76-4287-a83c-17330ed39cce,super love,photo,Soccer,75
0bedca96-fb76-4287-a83c-17330ed39cce,like,photo,Soccer,50
0bedca96-fb76-4287-a83c-17330ed39cce,love,photo,Soccer,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,photo,public speaking,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,photo,public speaking,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,photo,public speaking,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,photo,public speaking,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,photo,public speaking,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,photo,public speaking,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,photo,public speaking,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,photo,public speaking,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,photo,public speaking,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,photo,public speaking,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,photo,public speaking,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,love,photo,public speaking,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,GIF,science,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,GIF,science,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,GIF,science,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,GIF,science,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,GIF,science,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,GIF,science,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,GIF,science,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,GIF,science,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,GIF,science,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,GIF,science,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,GIF,science,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,GIF,science,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,GIF,science,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,GIF,science,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,GIF,science,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,GIF,science,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,GIF,science,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,GIF,science,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,GIF,science,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,GIF,science,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,GIF,science,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,GIF,science,65
0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,GIF,tennis,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,GIF,tennis,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,GIF,tennis,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,GIF,tennis,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,GIF,tennis,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,GIF,tennis,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,GIF,tennis,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,GIF,tennis,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,GIF,tennis,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,GIF,tennis,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,GIF,tennis,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,GIF,tennis,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,GIF,tennis,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,GIF,tennis,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,GIF,tennis,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,GIF,tennis,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,GIF,tennis,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,GIF,tennis,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,GIF,tennis,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,GIF,tennis,30
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,GIF,tennis,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,GIF,tennis,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,GIF,tennis,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,GIF,tennis,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,GIF,tennis,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,GIF,tennis,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,GIF,tennis,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,GIF,tennis,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,GIF,tennis,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,GIF,tennis,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,GIF,tennis,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,GIF,tennis,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,GIF,tennis,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,GIF,tennis,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,GIF,tennis,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,GIF,tennis,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,video,Food,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,video,Food,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,video,Food,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,video,Food,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,video,Food,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,video,Food,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,video,Food,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,video,Food,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,video,Food,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,video,Food,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,video,Food,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,video,Food,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,video,Food,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,video,Food,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,video,Food,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,video,Food,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,video,Food,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,video,Food,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,video,Food,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,video,Food,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,video,Food,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,video,Food,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,video,Food,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,video,Food,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,video,Food,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,video,Food,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,video,Food,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,video,Food,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,video,Food,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,video,Food,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,video,Food,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,video,Food,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,video,Food,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,video,Food,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,interested,video,Food,30
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,video,Food,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,video,Food,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,video,Food,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,video,Food,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,video,Food,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,video,Food,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,video,Food,50
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,audio,Travel,45
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,GIF,Fitness,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,like,GIF,Fitness,50
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,disgust,GIF,Fitness,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,GIF,Fitness,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,GIF,Fitness,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,GIF,Fitness,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,indifferent,GIF,Fitness,20
